,Date,Season,home,visitor,FT,hgoal,vgoal,hconf,vconf,totgoal,round,leg,hgoalaet,vgoalaet,hpen,vpen
3558,2012-09-30,2012,San Jose Earthquakes,FC Dallas,3-3,3,3,West,West,6,regular,,,,,
3559,2012-09-30,2012,Colorado Rapids,LA Galaxy,1-1,1,1,West,West,2,regular,,,,,
3560,2012-10-03,2012,Chicago Fire,Philadelphia Union,1-3,1,3,East,East,4,regular,,,,,
3561,2012-10-04,2012,Vancouver Whitecaps,CD Chivas USA,4-0,4,0,West,West,4,regular,,,,,
3562,2012-10-06,2012,Toronto FC,DC United,0-1,0,1,East,East,1,regular,,,,,
3563,2012-10-06,2012,New York Red Bulls,Chicago Fire,0-2,0,2,East,East,2,regular,,,,,
3564,2012-10-06,2012,Philadelphia Union,New England Revolution,1-0,1,0,East,East,1,regular,,,,,
3565,2012-10-06,2012,Houston Dynamo,Montreal Impact,1-1,1,1,East,East,2,regular,,,,,
3566,2012-10-06,2012,Colorado Rapids,San Jose Earthquakes,1-4,1,4,West,West,5,regular,,,,,
3567,2012-10-06,2012,LA Galaxy,Real Salt Lake,1-2,1,2,West,West,3,regular,,,,,
3568,2012-10-07,2012,Columbus Crew,Sporting Kansas City,1-1,1,1,East,East,2,regular,,,,,
3569,2012-10-07,2012,CD Chivas USA,FC Dallas,1-1,1,1,West,West,2,regular,,,,,
3570,2012-10-07,2012,Seattle Sounders,Portland Timbers,3-0,3,0,West,West,3,regular,,,,,
3571,2012-10-18,2012,Seattle Sounders,Real Salt Lake,0-0,0,0,West,West,0,regular,,,,,
3572,2012-10-20,2012,Toronto FC,Montreal Impact,0-0,0,0,East,East,0,regular,,,,,
3573,2012-10-20,2012,New York Red Bulls,Sporting Kansas City,0-0,0,0,East,East,0,regular,,,,,
3574,2012-10-20,2012,DC United,Columbus Crew,3-2,3,2,East,East,5,regular,,,,,
3575,2012-10-20,2012,New England Revolution,Chicago Fire,1-0,1,0,East,East,1,regular,,,,,
3576,2012-10-20,2012,Houston Dynamo,Philadelphia Union,3-1,3,1,East,East,4,regular,,,,,
3577,2012-10-21,2012,CD Chivas USA,Colorado Rapids,0-2,0,2,West,West,2,regular,,,,,
3578,2012-10-21,2012,Vancouver Whitecaps,Portland Timbers,0-1,0,1,West,West,1,regular,,,,,
3579,2012-10-21,2012,San Jose Earthquakes,LA Galaxy,2-2,2,2,West,West,4,regular,,,,,
3580,2012-10-21,2012,Seattle Sounders,FC Dallas,3-1,3,1,West,West,4,regular,,,,,
3581,2012-10-24,2012,Sporting Kansas City,Philadelphia Union,2-1,2,1,East,East,3,regular,,,,,
3582,2012-10-27,2012,Philadelphia Union,New York Red Bulls,0-3,0,3,East,East,3,regular,,,,,
3583,2012-10-27,2012,Montreal Impact,New England Revolution,0-1,0,1,East,East,1,regular,,,,,
3584,2012-10-27,2012,Chicago Fire,DC United,1-1,1,1,East,East,2,regular,,,,,
3585,2012-10-27,2012,Portland Timbers,San Jose Earthquakes,1-1,1,1,West,West,2,regular,,,,,
3586,2012-10-27,2012,Real Salt Lake,Vancouver Whitecaps,0-0,0,0,West,West,0,regular,,,,,
3587,2012-10-27,2012,Colorado Rapids,Houston Dynamo,2-0,2,0,West,East,2,regular,,,,,
3588,2012-10-28,2012,Columbus Crew,Toronto FC,2-1,2,1,East,East,3,regular,,,,,
3589,2012-10-28,2012,FC Dallas,CD Chivas USA,2-2,2,2,West,West,4,regular,,,,,
3590,2012-10-28,2012,LA Galaxy,Seattle Sounders,1-0,1,0,West,West,1,regular,,,,,
3591,2012-10-31,2012,Chicago Fire,Houston Dynamo,1-2,1,2,East,East,3,play_in,,,,,
3592,2012-11-02,2012,LA Galaxy,Vancouver Whitecaps,2-1,2,1,West,West,3,play_in,,,,,
3593,2012-11-03,2012,Seattle Sounders,Real Salt Lake,0-0,0,0,West,West,0,conf_semi,1.0,,,,
3594,2012-11-03,2012,DC United,New York Red Bulls,1-1,1,1,East,East,2,conf_semi,1.0,,,,
3595,2012-11-04,2012,Houston Dynamo,Sporting Kansas City,2-0,2,0,East,East,2,conf_semi,1.0,,,,
3596,2012-11-04,2012,LA Galaxy,San Jose Earthquakes,0-1,0,1,West,West,1,conf_semi,1.0,,,,
3597,2012-11-07,2012,Sporting Kansas City,Houston Dynamo,1-0,1,0,East,East,1,conf_semi,2.0,,,,
3598,2012-11-08,2012,San Jose Earthquakes,LA Galaxy,1-3,1,3,West,West,4,conf_semi,2.0,,,,
3599,2012-11-08,2012,New York Red Bulls,DC United,0-1,0,1,East,East,1,conf_semi,2.0,,,,
3600,2012-11-09,2012,Real Salt Lake,Seattle Sounders,0-1,0,1,West,West,1,conf_semi,2.0,,,,
3601,2012-11-11,2012,Houston Dynamo,DC United,3-1,3,1,East,East,4,conf_final,1.0,,,,
3602,2012-11-11,2012,LA Galaxy,Seattle Sounders,3-0,3,0,West,West,3,conf_final,1.0,,,,
3603,2012-11-18,2012,DC United,Houston Dynamo,1-1,1,1,East,East,2,conf_final,2.0,,,,
3604,2012-11-18,2012,Seattle Sounders,LA Galaxy,2-1,2,1,West,West,3,conf_final,2.0,,,,
3605,2012-12-01,2012,LA Galaxy,Houston Dynamo,3-1,3,1,West,East,4,mls_final,,,,,
3606,2013-03-02,2013,Philadelphia Union,Sporting Kansas City,1-3,1,3,East,East,4,regular,,,,,
3607,2013-03-02,2013,Vancouver Whitecaps,Toronto FC,1-0,1,0,West,East,1,regular,,,,,
3608,2013-03-02,2013,Houston Dynamo,DC United,2-0,2,0,East,East,2,regular,,,,,
3609,2013-03-02,2013,FC Dallas,Colorado Rapids,1-0,1,0,West,West,1,regular,,,,,
3610,2013-03-03,2013,Seattle Sounders,Montreal Impact,0-1,0,1,West,East,1,regular,,,,,
3611,2013-03-03,2013,CD Chivas USA,Columbus Crew,0-3,0,3,West,East,3,regular,,,,,
3612,2013-03-03,2013,LA Galaxy,Chicago Fire,4-0,4,0,West,East,4,regular,,,,,
3613,2013-03-03,2013,Portland Timbers,New York Red Bulls,3-3,3,3,West,East,6,regular,,,,,
3614,2013-03-04,2013,San Jose Earthquakes,Real Salt Lake,0-2,0,2,West,West,2,regular,,,,,
3615,2013-03-09,2013,Toronto FC,Sporting Kansas City,2-1,2,1,East,East,3,regular,,,,,
3616,2013-03-09,2013,DC United,Real Salt Lake,1-0,1,0,East,West,1,regular,,,,,
3617,2013-03-09,2013,Vancouver Whitecaps,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,
3618,2013-03-09,2013,Chicago Fire,New England Revolution,0-1,0,1,East,East,1,regular,,,,,
3619,2013-03-10,2013,Portland Timbers,Montreal Impact,1-2,1,2,West,East,3,regular,,,,,
3620,2013-03-10,2013,Colorado Rapids,Philadelphia Union,1-2,1,2,West,East,3,regular,,,,,
3621,2013-03-10,2013,CD Chivas USA,FC Dallas,3-1,3,1,West,West,4,regular,,,,,
3622,2013-03-11,2013,San Jose Earthquakes,New York Red Bulls,2-1,2,1,West,East,3,regular,,,,,
3623,2013-03-16,2013,New York Red Bulls,DC United,0-0,0,0,East,East,0,regular,,,,,
3624,2013-03-16,2013,Sporting Kansas City,Chicago Fire,0-0,0,0,East,East,0,regular,,,,,
3625,2013-03-16,2013,Montreal Impact,Toronto FC,2-1,2,1,East,East,3,regular,,,,,
3626,2013-03-16,2013,Philadelphia Union,New England Revolution,1-0,1,0,East,East,1,regular,,,,,
3627,2013-03-16,2013,Columbus Crew,San Jose Earthquakes,1-1,1,1,East,West,2,regular,,,,,
3628,2013-03-16,2013,Real Salt Lake,Colorado Rapids,1-1,1,1,West,West,2,regular,,,,,
3629,2013-03-16,2013,Seattle Sounders,Portland Timbers,1-1,1,1,West,West,2,regular,,,,,
3630,2013-03-17,2013,FC Dallas,Houston Dynamo,3-2,3,2,West,East,5,regular,,,,,
3631,2013-03-17,2013,LA Galaxy,CD Chivas USA,1-1,1,1,West,West,2,regular,,,,,
3632,2013-03-23,2013,DC United,Columbus Crew,1-2,1,2,East,East,3,regular,,,,,
3633,2013-03-23,2013,New England Revolution,Sporting Kansas City,0-0,0,0,East,East,0,regular,,,,,
3634,2013-03-23,2013,Montreal Impact,New York Red Bulls,1-0,1,0,East,East,1,regular,,,,,
3635,2013-03-23,2013,FC Dallas,Real Salt Lake,2-0,2,0,West,West,2,regular,,,,,
3636,2013-03-23,2013,Houston Dynamo,Vancouver Whitecaps,2-1,2,1,East,West,3,regular,,,,,
3637,2013-03-24,2013,San Jose Earthquakes,Seattle Sounders,1-0,1,0,West,West,1,regular,,,,,
3638,2013-03-24,2013,LA Galaxy,Colorado Rapids,1-0,1,0,West,West,1,regular,,,,,
3639,2013-03-24,2013,Chicago Fire,CD Chivas USA,1-4,1,4,East,West,5,regular,,,,,
3640,2013-03-30,2013,Toronto FC,LA Galaxy,2-2,2,2,East,West,4,regular,,,,,
3641,2013-03-30,2013,New York Red Bulls,Philadelphia Union,2-1,2,1,East,East,3,regular,,,,,
3642,2013-03-30,2013,New England Revolution,FC Dallas,0-1,0,1,East,West,1,regular,,,,,
3643,2013-03-30,2013,Colorado Rapids,Portland Timbers,2-2,2,2,West,West,4,regular,,,,,
3644,2013-03-30,2013,Houston Dynamo,San Jose Earthquakes,2-0,2,0,East,West,2,regular,,,,,
3645,2013-03-30,2013,Sporting Kansas City,Montreal Impact,2-0,2,0,East,East,2,regular,,,,,
3646,2013-03-30,2013,Real Salt Lake,Seattle Sounders,2-1,2,1,West,West,3,regular,,,,,
3647,2013-03-31,2013,CD Chivas USA,Vancouver Whitecaps,2-1,2,1,West,West,3,regular,,,,,
3648,2013-04-05,2013,Sporting Kansas City,DC United,1-0,1,0,East,East,1,regular,,,,,
3649,2013-04-06,2013,Toronto FC,FC Dallas,2-2,2,2,East,West,4,regular,,,,,
3650,2013-04-06,2013,Columbus Crew,Philadelphia Union,1-1,1,1,East,East,2,regular,,,,,
3651,2013-04-06,2013,Colorado Rapids,Real Salt Lake,1-0,1,0,West,West,1,regular,,,,,
3652,2013-04-07,2013,San Jose Earthquakes,Vancouver Whitecaps,1-1,1,1,West,West,2,regular,,,,,
3653,2013-04-07,2013,Portland Timbers,Houston Dynamo,2-0,2,0,West,East,2,regular,,,,,
3654,2013-04-07,2013,Chicago Fire,New York Red Bulls,3-1,3,1,East,East,4,regular,,,,,
3655,2013-04-13,2013,Seattle Sounders,New England Revolution,0-0,0,0,West,East,0,regular,,,,,
3656,2013-04-13,2013,Philadelphia Union,Toronto FC,1-1,1,1,East,East,2,regular,,,,,
3657,2013-04-13,2013,Vancouver Whitecaps,Real Salt Lake,1-1,1,1,West,West,2,regular,,,,,
3658,2013-04-13,2013,DC United,New York Red Bulls,0-2,0,2,East,East,2,regular,,,,,
3659,2013-04-13,2013,FC Dallas,LA Galaxy,1-0,1,0,West,West,1,regular,,,,,
3660,2013-04-14,2013,CD Chivas USA,Colorado Rapids,0-1,0,1,West,West,1,regular,,,,,
3661,2013-04-14,2013,Montreal Impact,Columbus Crew,1-1,1,1,East,East,2,regular,,,,,
3662,2013-04-14,2013,Houston Dynamo,Chicago Fire,2-1,2,1,East,East,3,regular,,,,,
3663,2013-04-15,2013,Portland Timbers,San Jose Earthquakes,1-0,1,0,West,West,1,regular,,,,,
3664,2013-04-17,2013,New York Red Bulls,Sporting Kansas City,0-1,0,1,East,East,1,regular,,,,,
3665,2013-04-20,2013,Toronto FC,Houston Dynamo,1-1,1,1,East,East,2,regular,,,,,
3666,2013-04-20,2013,Colorado Rapids,Seattle Sounders,0-1,0,1,West,West,1,regular,,,,,
3667,2013-04-20,2013,New York Red Bulls,New England Revolution,4-1,4,1,East,East,5,regular,,,,,
3668,2013-04-20,2013,Chicago Fire,Columbus Crew,1-0,1,0,East,East,1,regular,,,,,
3669,2013-04-20,2013,FC Dallas,Vancouver Whitecaps,2-0,2,0,West,West,2,regular,,,,,
3670,2013-04-20,2013,Real Salt Lake,CD Chivas USA,1-0,1,0,West,West,1,regular,,,,,
3671,2013-04-21,2013,LA Galaxy,Sporting Kansas City,2-0,2,0,West,East,2,regular,,,,,
3672,2013-04-21,2013,DC United,Philadelphia Union,2-3,2,3,East,East,5,regular,,,,,
3673,2013-04-22,2013,San Jose Earthquakes,Portland Timbers,1-1,1,1,West,West,2,regular,,,,,
3674,2013-04-27,2013,Toronto FC,New York Red Bulls,1-2,1,2,East,East,3,regular,,,,,
3675,2013-04-27,2013,Montreal Impact,Chicago Fire,2-0,2,0,East,East,2,regular,,,,,
3676,2013-04-27,2013,Vancouver Whitecaps,FC Dallas,2-2,2,2,West,West,4,regular,,,,,
3677,2013-04-27,2013,New England Revolution,Philadelphia Union,2-0,2,0,East,East,2,regular,,,,,
3678,2013-04-27,2013,Columbus Crew,DC United,3-0,3,0,East,East,3,regular,,,,,
3679,2013-04-27,2013,Sporting Kansas City,Portland Timbers,2-3,2,3,East,West,5,regular,,,,,
3680,2013-04-27,2013,Real Salt Lake,LA Galaxy,0-2,0,2,West,West,2,regular,,,,,
3681,2013-04-28,2013,CD Chivas USA,San Jose Earthquakes,2-2,2,2,West,West,4,regular,,,,,
3682,2013-04-28,2013,Houston Dynamo,Colorado Rapids,1-1,1,1,East,West,2,regular,,,,,
3683,2013-05-03,2013,Portland Timbers,New England Revolution,0-0,0,0,West,East,0,regular,,,,,
3684,2013-05-04,2013,San Jose Earthquakes,Montreal Impact,2-2,2,2,West,East,4,regular,,,,,
3685,2013-05-04,2013,Philadelphia Union,Seattle Sounders,2-2,2,2,East,West,4,regular,,,,,
3686,2013-05-04,2013,Columbus Crew,New York Red Bulls,0-1,0,1,East,East,1,regular,,,,,
3687,2013-05-04,2013,Real Salt Lake,Vancouver Whitecaps,2-0,2,0,West,West,2,regular,,,,,
3688,2013-05-04,2013,Colorado Rapids,Toronto FC,1-0,1,0,West,East,1,regular,,,,,
3689,2013-05-05,2013,Sporting Kansas City,CD Chivas USA,4-0,4,0,East,West,4,regular,,,,,
3690,2013-05-06,2013,LA Galaxy,Houston Dynamo,0-1,0,1,West,East,1,regular,,,,,
3691,2013-05-08,2013,DC United,Houston Dynamo,0-4,0,4,East,East,4,regular,,,,,
3692,2013-05-08,2013,New York Red Bulls,Montreal Impact,2-1,2,1,East,East,3,regular,,,,,
3693,2013-05-08,2013,New England Revolution,Real Salt Lake,1-2,1,2,East,West,3,regular,,,,,
3694,2013-05-08,2013,Sporting Kansas City,Seattle Sounders,0-1,0,1,East,West,1,regular,,,,,
3695,2013-05-08,2013,FC Dallas,Portland Timbers,1-1,1,1,West,West,2,regular,,,,,
3696,2013-05-09,2013,San Jose Earthquakes,Toronto FC,2-1,2,1,West,East,3,regular,,,,,
3697,2013-05-11,2013,Chicago Fire,Philadelphia Union,0-1,0,1,East,East,1,regular,,,,,
3698,2013-05-11,2013,Montreal Impact,Real Salt Lake,3-2,3,2,East,West,5,regular,,,,,
3699,2013-05-11,2013,Seattle Sounders,San Jose Earthquakes,4-0,4,0,West,West,4,regular,,,,,
3700,2013-05-11,2013,Vancouver Whitecaps,LA Galaxy,3-1,3,1,West,West,4,regular,,,,,
3701,2013-05-11,2013,Columbus Crew,Colorado Rapids,0-2,0,2,East,West,2,regular,,,,,
3702,2013-05-11,2013,New England Revolution,New York Red Bulls,1-1,1,1,East,East,2,regular,,,,,
3703,2013-05-11,2013,FC Dallas,DC United,2-1,2,1,West,East,3,regular,,,,,
3704,2013-05-12,2013,Portland Timbers,CD Chivas USA,3-0,3,0,West,West,3,regular,,,,,
3705,2013-05-12,2013,Houston Dynamo,Sporting Kansas City,0-1,0,1,East,East,1,regular,,,,,
3706,2013-05-15,2013,Philadelphia Union,LA Galaxy,1-4,1,4,East,West,5,regular,,,,,
3707,2013-05-18,2013,Toronto FC,Columbus Crew,0-1,0,1,East,East,1,regular,,,,,
3708,2013-05-18,2013,Vancouver Whitecaps,Portland Timbers,2-2,2,2,West,West,4,regular,,,,,
3709,2013-05-18,2013,Philadelphia Union,Chicago Fire,1-0,1,0,East,East,1,regular,,,,,
3710,2013-05-18,2013,Houston Dynamo,New England Revolution,0-2,0,2,East,East,2,regular,,,,,
3711,2013-05-19,2013,Seattle Sounders,FC Dallas,4-2,4,2,West,West,6,regular,,,,,
3712,2013-05-19,2013,San Jose Earthquakes,Colorado Rapids,1-1,1,1,West,West,2,regular,,,,,
3713,2013-05-19,2013,New York Red Bulls,LA Galaxy,1-0,1,0,East,West,1,regular,,,,,
3714,2013-05-19,2013,DC United,Sporting Kansas City,1-1,1,1,East,East,2,regular,,,,,
3715,2013-05-20,2013,CD Chivas USA,Real Salt Lake,1-4,1,4,West,West,5,regular,,,,,
3716,2013-05-25,2013,Montreal Impact,Philadelphia Union,5-3,5,3,East,East,8,regular,,,,,
3717,2013-05-25,2013,DC United,Portland Timbers,0-2,0,2,East,West,2,regular,,,,,
3718,2013-05-25,2013,New England Revolution,Toronto FC,2-0,2,0,East,East,2,regular,,,,,
3719,2013-05-25,2013,FC Dallas,San Jose Earthquakes,1-0,1,0,West,West,1,regular,,,,,
3720,2013-05-25,2013,Real Salt Lake,Chicago Fire,1-1,1,1,West,East,2,regular,,,,,
3721,2013-05-25,2013,Colorado Rapids,CD Chivas USA,2-0,2,0,West,West,2,regular,,,,,
3722,2013-05-26,2013,Sporting Kansas City,Houston Dynamo,1-1,1,1,East,East,2,regular,,,,,
3723,2013-05-26,2013,New York Red Bulls,Columbus Crew,2-2,2,2,East,East,4,regular,,,,,
3724,2013-05-27,2013,LA Galaxy,Seattle Sounders,4-0,4,0,West,West,4,regular,,,,,
3725,2013-06-01,2013,Toronto FC,Philadelphia Union,1-1,1,1,East,East,2,regular,,,,,
3726,2013-06-01,2013,New York Red Bulls,Vancouver Whitecaps,1-2,1,2,East,West,3,regular,,,,,
3727,2013-06-01,2013,Columbus Crew,Houston Dynamo,1-1,1,1,East,East,2,regular,,,,,
3728,2013-06-01,2013,Sporting Kansas City,Montreal Impact,1-2,1,2,East,East,3,regular,,,,,
3729,2013-06-01,2013,Colorado Rapids,FC Dallas,2-2,2,2,West,West,4,regular,,,,,
3730,2013-06-01,2013,Real Salt Lake,San Jose Earthquakes,3-0,3,0,West,West,3,regular,,,,,
3731,2013-06-02,2013,CD Chivas USA,Seattle Sounders,0-2,0,2,West,West,2,regular,,,,,
3732,2013-06-02,2013,New England Revolution,LA Galaxy,5-0,5,0,East,West,5,regular,,,,,
3733,2013-06-02,2013,Chicago Fire,DC United,2-0,2,0,East,East,2,regular,,,,,
3734,2013-06-05,2013,Philadelphia Union,Columbus Crew,3-0,3,0,East,East,3,regular,,,,,
3735,2013-06-08,2013,New England Revolution,DC United,0-0,0,0,East,East,0,regular,,,,,
3736,2013-06-08,2013,Chicago Fire,Portland Timbers,2-2,2,2,East,West,4,regular,,,,,
3737,2013-06-08,2013,Real Salt Lake,LA Galaxy,3-1,3,1,West,West,4,regular,,,,,
3738,2013-06-09,2013,Seattle Sounders,Vancouver Whitecaps,3-2,3,2,West,West,5,regular,,,,,
3739,2013-06-15,2013,Portland Timbers,FC Dallas,1-0,1,0,West,West,1,regular,,,,,
3740,2013-06-15,2013,DC United,Toronto FC,1-2,1,2,East,East,3,regular,,,,,
3741,2013-06-15,2013,Columbus Crew,Montreal Impact,2-0,2,0,East,East,2,regular,,,,,
3742,2013-06-15,2013,Colorado Rapids,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,
3743,2013-06-16,2013,Vancouver Whitecaps,New England Revolution,4-3,4,3,West,East,7,regular,,,,,
3744,2013-06-19,2013,Montreal Impact,Houston Dynamo,2-0,2,0,East,East,2,regular,,,,,
3745,2013-06-19,2013,Chicago Fire,Colorado Rapids,2-1,2,1,East,West,3,regular,,,,,
3746,2013-06-20,2013,Vancouver Whitecaps,CD Chivas USA,3-1,3,1,West,West,4,regular,,,,,
3747,2013-06-20,2013,LA Galaxy,Portland Timbers,0-0,0,0,West,West,0,regular,,,,,
3748,2013-06-22,2013,DC United,San Jose Earthquakes,1-0,1,0,East,West,1,regular,,,,,
3749,2013-06-22,2013,Columbus Crew,Chicago Fire,1-2,1,2,East,East,3,regular,,,,,
3750,2013-06-22,2013,FC Dallas,Sporting Kansas City,2-2,2,2,West,East,4,regular,,,,,
3751,2013-06-22,2013,Houston Dynamo,Toronto FC,0-0,0,0,East,East,0,regular,,,,,
3752,2013-06-22,2013,Real Salt Lake,Seattle Sounders,2-0,2,0,West,West,2,regular,,,,,
3753,2013-06-23,2013,Philadelphia Union,New York Red Bulls,3-0,3,0,East,East,3,regular,,,,,
3754,2013-06-23,2013,Portland Timbers,Colorado Rapids,3-0,3,0,West,West,3,regular,,,,,
3755,2013-06-24,2013,CD Chivas USA,LA Galaxy,0-1,0,1,West,West,1,regular,,,,,
3756,2013-06-29,2013,Toronto FC,Real Salt Lake,0-1,0,1,East,West,1,regular,,,,,
3757,2013-06-29,2013,Philadelphia Union,FC Dallas,2-2,2,2,East,West,4,regular,,,,,
3758,2013-06-29,2013,Montreal Impact,Colorado Rapids,3-4,3,4,East,West,7,regular,,,,,
3759,2013-06-29,2013,DC United,Vancouver Whitecaps,0-1,0,1,East,West,1,regular,,,,,
3760,2013-06-29,2013,Sporting Kansas City,Columbus Crew,3-2,3,2,East,East,5,regular,,,,,
3761,2013-06-30,2013,San Jose Earthquakes,LA Galaxy,3-2,3,2,West,West,5,regular,,,,,
3762,2013-06-30,2013,CD Chivas USA,New England Revolution,1-1,1,1,West,East,2,regular,,,,,
3763,2013-06-30,2013,New York Red Bulls,Houston Dynamo,2-0,2,0,East,East,2,regular,,,,,
3764,2013-07-03,2013,Toronto FC,Montreal Impact,3-3,3,3,East,East,6,regular,,,,,
3765,2013-07-03,2013,Chicago Fire,San Jose Earthquakes,3-2,3,2,East,West,5,regular,,,,,
3766,2013-07-03,2013,Sporting Kansas City,Vancouver Whitecaps,1-1,1,1,East,West,2,regular,,,,,
3767,2013-07-04,2013,Real Salt Lake,Philadelphia Union,2-2,2,2,West,East,4,regular,,,,,
3768,2013-07-04,2013,Seattle Sounders,DC United,2-0,2,0,West,East,2,regular,,,,,
3769,2013-07-04,2013,FC Dallas,CD Chivas USA,0-0,0,0,West,West,0,regular,,,,,
3770,2013-07-04,2013,Colorado Rapids,New York Red Bulls,2-0,2,0,West,East,2,regular,,,,,
3771,2013-07-05,2013,LA Galaxy,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,
3772,2013-07-06,2013,New England Revolution,San Jose Earthquakes,2-0,2,0,East,West,2,regular,,,,,
3773,2013-07-06,2013,Houston Dynamo,Philadelphia Union,1-0,1,0,East,East,1,regular,,,,,
3774,2013-07-07,2013,Vancouver Whitecaps,Seattle Sounders,2-0,2,0,West,West,2,regular,,,,,
3775,2013-07-07,2013,Chicago Fire,Sporting Kansas City,1-2,1,2,East,East,3,regular,,,,,
3776,2013-07-07,2013,Columbus Crew,Portland Timbers,1-0,1,0,East,West,1,regular,,,,,
3777,2013-07-07,2013,Montreal Impact,CD Chivas USA,1-1,1,1,East,West,2,regular,,,,,
3778,2013-07-07,2013,Colorado Rapids,DC United,0-0,0,0,West,East,0,regular,,,,,
3779,2013-07-08,2013,LA Galaxy,FC Dallas,2-0,2,0,West,West,2,regular,,,,,
3780,2013-07-12,2013,Philadelphia Union,CD Chivas USA,3-1,3,1,East,West,4,regular,,,,,
3781,2013-07-13,2013,New York Red Bulls,Montreal Impact,4-0,4,0,East,East,4,regular,,,,,
3782,2013-07-13,2013,New England Revolution,Houston Dynamo,1-2,1,2,East,East,3,regular,,,,,
3783,2013-07-13,2013,Sporting Kansas City,Toronto FC,3-0,3,0,East,East,3,regular,,,,,
3784,2013-07-13,2013,FC Dallas,Real Salt Lake,0-3,0,3,West,West,3,regular,,,,,
3785,2013-07-14,2013,San Jose Earthquakes,Seattle Sounders,1-0,1,0,West,West,1,regular,,,,,
3786,2013-07-14,2013,Portland Timbers,LA Galaxy,2-1,2,1,West,West,3,regular,,,,,
3787,2013-07-14,2013,Vancouver Whitecaps,Chicago Fire,3-1,3,1,West,East,4,regular,,,,,
3788,2013-07-17,2013,Colorado Rapids,New England Revolution,2-1,2,1,West,East,3,regular,,,,,
3789,2013-07-18,2013,CD Chivas USA,Toronto FC,1-0,1,0,West,East,1,regular,,,,,
3790,2013-07-20,2013,Toronto FC,New York Red Bulls,0-0,0,0,East,East,0,regular,,,,,
3791,2013-07-20,2013,Seattle Sounders,Colorado Rapids,1-1,1,1,West,West,2,regular,,,,,
3792,2013-07-20,2013,Montreal Impact,FC Dallas,0-0,0,0,East,West,0,regular,,,,,
3793,2013-07-20,2013,Philadelphia Union,Portland Timbers,0-0,0,0,East,West,0,regular,,,,,
3794,2013-07-20,2013,Columbus Crew,New England Revolution,0-2,0,2,East,East,2,regular,,,,,
3795,2013-07-20,2013,Chicago Fire,DC United,4-1,4,1,East,East,5,regular,,,,,
3796,2013-07-21,2013,Real Salt Lake,Sporting Kansas City,1-2,1,2,West,East,3,regular,,,,,
3797,2013-07-21,2013,LA Galaxy,Vancouver Whitecaps,2-1,2,1,West,West,3,regular,,,,,
3798,2013-07-27,2013,Toronto FC,Columbus Crew,2-1,2,1,East,East,3,regular,,,,,
3799,2013-07-27,2013,Montreal Impact,Sporting Kansas City,1-0,1,0,East,East,1,regular,,,,,
3800,2013-07-27,2013,Vancouver Whitecaps,Philadelphia Union,0-1,0,1,West,East,1,regular,,,,,
3801,2013-07-27,2013,New York Red Bulls,Real Salt Lake,4-3,4,3,East,West,7,regular,,,,,
3802,2013-07-27,2013,DC United,New England Revolution,1-2,1,2,East,East,3,regular,,,,,
3803,2013-07-27,2013,Colorado Rapids,LA Galaxy,2-0,2,0,West,West,2,regular,,,,,
3804,2013-07-27,2013,Houston Dynamo,Chicago Fire,1-1,1,1,East,East,2,regular,,,,,
3805,2013-07-28,2013,San Jose Earthquakes,Portland Timbers,2-1,2,1,West,West,3,regular,,,,,
3806,2013-07-29,2013,Seattle Sounders,CD Chivas USA,2-1,2,1,West,West,3,regular,,,,,
3807,2013-08-03,2013,Sporting Kansas City,New York Red Bulls,2-3,2,3,East,East,5,regular,,,,,
3808,2013-08-03,2013,DC United,Montreal Impact,3-1,3,1,East,East,4,regular,,,,,
3809,2013-08-03,2013,Philadelphia Union,Chicago Fire,1-2,1,2,East,East,3,regular,,,,,
3810,2013-08-03,2013,Colorado Rapids,Real Salt Lake,2-2,2,2,West,West,4,regular,,,,,
3811,2013-08-03,2013,Houston Dynamo,Columbus Crew,3-1,3,1,East,East,4,regular,,,,,
3812,2013-08-04,2013,San Jose Earthquakes,CD Chivas USA,2-0,2,0,West,West,2,regular,,,,,
3813,2013-08-04,2013,Seattle Sounders,FC Dallas,3-0,3,0,West,West,3,regular,,,,,
3814,2013-08-04,2013,Portland Timbers,Vancouver Whitecaps,1-1,1,1,West,West,2,regular,,,,,
3815,2013-08-04,2013,New England Revolution,Toronto FC,0-1,0,1,East,East,1,regular,,,,,
3816,2013-08-10,2013,Toronto FC,Seattle Sounders,1-2,1,2,East,West,3,regular,,,,,
3817,2013-08-10,2013,Vancouver Whitecaps,San Jose Earthquakes,2-0,2,0,West,West,2,regular,,,,,
3818,2013-08-10,2013,Columbus Crew,New York Red Bulls,2-0,2,0,East,East,2,regular,,,,,
3819,2013-08-10,2013,Philadelphia Union,DC United,2-0,2,0,East,East,2,regular,,,,,
3820,2013-08-10,2013,Sporting Kansas City,New England Revolution,3-0,3,0,East,East,3,regular,,,,,
3821,2013-08-10,2013,Chicago Fire,Montreal Impact,2-1,2,1,East,East,3,regular,,,,,
3822,2013-08-10,2013,Real Salt Lake,Houston Dynamo,1-0,1,0,West,East,1,regular,,,,,
3823,2013-08-11,2013,FC Dallas,LA Galaxy,3-3,3,3,West,West,6,regular,,,,,
